1 0.005 0 8.9223e-06 -0.489875 0
1 0.005 0.005 2.1987e-05 -0.48963 0
1 0.005 0.01 3.91138e-05 -0.489272 0
1 0.005 0.015 6.02019e-05 -0.488805 0
1 0.005 0.02 8.51358e-05 -0.488235 0
1 0.005 0.025 0.000113791 -0.487567 0
1 0.005 0.03 0.000146038 -0.486807 0
1 0.005 0.035 0.000181745 -0.485958 0
1 0.00499749 0.04 0.000220758 -0.485027 0
1 0.00499749 0.0449975 0.000262963 -0.484018 0
1 0.00499749 0.049995 0.000308231 -0.482934 0
1 0.00499749 0.0549925 0.000356441 -0.48178 0
1 0.00499749 0.05999 0.000407474 -0.48056 0
1 0.00499749 0.0649875 0.000461217 -0.479277 0
1 0.00499749 0.0699849 0.000517559 -0.477935 0
1 0.00499749 0.0749824 0.000576394 -0.476538 0
1 0.00499749 0.0799799 0.000637619 -0.475089 0
1 0.00499749 0.0849774 0.000701137 -0.47359 0
1 0.00499749 0.0899749 0.000766854 -0.472044 0
1 0.00499749 0.0949724 0.00083468 -0.470455 0
1 0.00499749 0.0999699 0.000904529 -0.468824 0
1 0.00499749 0.104967 0.000976319 -0.467155 0
1 0.00499749 0.109965 0.00104997 -0.46545 0
1 0.00499749 0.114962 0.00112542 -0.46371 0
1 0.00499749 0.11996 0.00120259 -0.461937 0
1 0.00499749 0.124957 0.00128141 -0.460135 0
1 0.00499749 0.129955 0.00136183 -0.458304 0
1 0.00499749 0.134952 0.00144378 -0.456446 0
1 0.00499749 0.13995 0.00152721 -0.454563 0
1 0.00499749 0.144947 0.00161207 -0.452656 0
1 0.00499749 0.149945 0.0016983 -0.450727 0
1 0.00499749 0.154942 0.00178586 -0.448777 0
1 0.00499749 0.15994 0.00187471 -0.446807 0
1 0.00499749 0.164937 0.0019648 -0.444819 0
1 0.00499749 0.169935 0.0020561 -0.442814 0
1 0.00499749 0.174932 0.00214857 -0.440792 0
1 0.00499749 0.17993 0.00224217 -0.438756 0
1 0.00499749 0.184927 0.00233687 -0.436705 0
1 0.00499749 0.189925 0.00243265 -0.43464 0
1 0.00499749 0.194922 0.00252947 -0.432563 0
1 0.00499749 0.19992 0.00262731 -0.430474 0
1 0.00499749 0.204917 0.00272614 -0.428373 0
1 0.00499749 0.209915 0.00282595 -0.426263 0
1 0.00499749 0.214912 0.0029267 -0.424142 0
1 0.00499749 0.21991 0.00302839 -0.422013 0
1 0.00499749 0.224907 0.003131 -0.419874 0
1 0.00499749 0.229905 0.00323449 -0.417728 0
1 0.00499749 0.234902 0.00333887 -0.415574 0
1 0.00499749 0.2399 0.00344412 -0.413413 0
1 0.00499749 0.244897 0.00355023 -0.411245 0
1 0.00499749 0.249895 0.00365718 -0.409071 0
1 0.00499749 0.254892 0.00376496 -0.406891 0
1 0.00499749 0.25989 0.00387356 -0.404705 0
1 0.00499749 0.264887 0.00398298 -0.402515 0
1 0.00499749 0.269885 0.0040932 -0.400319 0
1 0.00499749 0.274882 0.00420423 -0.398119 0
1 0.00499749 0.27988 0.00431605 -0.395914 0
1 0.00499749 0.284877 0.00442866 -0.393706 0
1 0.00499749 0.289875 0.00454206 -0.391493 0
1 0.00499749 0.294872 0.00465623 -0.389278 0
1 0.00499749 0.29987 0.00477118 -0.387058 0
1 0.00499749 0.304867 0.00488691 -0.384836 0
1 0.00499749 0.309865 0.00500342 -0.382611 0
1 0.00499749 0.314862 0.0051207 -0.380382 0
1 0.00499749 0.31986 0.00523875 -0.378152 0
1 0.00499749 0.324857 0.00535757 -0.375919 0
1 0.00499749 0.329854 0.00547717 -0.373683 0
1 0.00499749 0.334852 0.00559754 -0.371445 0
1 0.00499749 0.339849 0.00571869 -0.369206 0
1 0.00499749 0.344847 0.00584062 -0.366964 0
1 0.00499749 0.349844 0.00596333 -0.364721 0
1 0.00499749 0.354842 0.00608682 -0.362476 0
1 0.00499749 0.359839 0.0062111 -0.360229 0
1 0.00499749 0.364837 0.00633617 -0.357981 0
1 0.00499749 0.369834 0.00646204 -0.355732 0
1 0.00499749 0.374832 0.00658871 -0.353481 0
1 0.00499749 0.379829 0.00671618 -0.351229 0
