1 0.005 0.26 0.0585101 0.120874
1 0.005 0.265 0.0571469 0.121346
1 0.005 0.27 0.0557683 0.121811
1 0.005 0.275 0.0543746 0.12227
1 0.005 0.28 0.0529662 0.122722
1 0.005 0.285 0.0515433 0.123166
1 0.005 0.29 0.0501061 0.123602
1 0.005 0.295 0.048655 0.12403
1 0.005 0.3 0.0471903 0.124449
1 0.005 0.305 0.0457122 0.124859
1 0.005 0.31 0.0442209 0.12526
1 0.005 0.315 0.0427169 0.125652
1 0.005 0.32 0.0412003 0.126033
1 0.005 0.325 0.0396714 0.126404
1 0.005 0.33 0.0381306 0.126765
1 0.005 0.335 0.036578 0.127114
1 0.005 0.34 0.035014 0.127453
1 0.005 0.345 0.0334389 0.12778
1 0.005 0.35 0.0318529 0.128095
1 0.005 0.355 0.0302563 0.128398
1 0.005 0.36 0.0286494 0.128689
1 0.005 0.365 0.0270325 0.128968
1 0.005 0.37 0.0254058 0.129233
1 0.005 0.375 0.0237697 0.129486
1 0.005 0.38 0.0221244 0.129725
1 0.005 0.385 0.0204703 0.12995
1 0.005 0.39 0.0188075 0.130162
1 0.005 0.395 0.0171364 0.130359
1 0.005 0.4 0.0154574 0.130543
1 0.005 0.405 0.0137705 0.130711
1 0.005 0.41 0.0120763 0.130865
1 0.005 0.415 0.0103749 0.131004
1 0.005 0.42 0.00866658 0.131128
1 0.005 0.425 0.00695174 0.131236
1 0.005 0.43 0.00523061 0.131329
1 0.005 0.435 0.00350351 0.131406
1 0.005 0.44 0.00177072 0.131467
1 0.005 0.445 3.25305e-05 0.131512
1 0.005 0.45 -0.00171075 0.13154
1 0.005 0.455 -0.00345883 0.131552
1 0.005 0.46 -0.00521142 0.131547
1 0.005 0.465 -0.00696821 0.131525
1 0.005 0.47 -0.0087289 0.131486
1 0.005 0.475 -0.0104932 0.131429
1 0.005 0.48 -0.0122608 0.131356
1 0.005 0.485 -0.0140314 0.131264
1 0.005 0.49 -0.0158047 0.131155
1 0.005 0.495 -0.0175804 0.131028
1 0.005 0.5 -0.0193583 0.130883
1 0.005 0.505 -0.0211379 0.130719
1 0.005 0.51 -0.022919 0.130538
1 0.005 0.515 -0.0247012 0.130337
1 0.005 0.52 -0.0264844 0.130119
1 0.005 0.525 -0.0282681 0.129881
1 0.005 0.53 -0.0300521 0.129624
1 0.005 0.535 -0.0318361 0.129349
1 0.005 0.54 -0.0336197 0.129054
1 0.005 0.545 -0.0354027 0.12874
1 0.005 0.55 -0.0371847 0.128407
1 0.005 0.555 -0.0389655 0.128054
1 0.005 0.56 -0.0407447 0.127681
1 0.005 0.565 -0.042522 0.127289
1 0.005 0.57 -0.0442971 0.126877
1 0.005 0.575 -0.0460697 0.126445
1 0.005 0.58 -0.0478395 0.125994
1 0.005 0.585 -0.0496062 0.125522
1 0.005 0.59 -0.0513695 0.12503
1 0.005 0.595 -0.053129 0.124517
1 0.005 0.6 -0.0548845 0.123984
1 0.005 0.605 -0.0566357 0.123431
1 0.005 0.61 -0.0583822 0.122858
1 0.005 0.615 -0.0601237 0.122264
1 0.005 0.62 -0.06186 0.121649
1 0.005 0.625 -0.0635907 0.121014
1 0.005 0.63 -0.0653155 0.120357
1 0.005 0.635 -0.0670341 0.11968
1 0.005 0.64 -0.0687463 0.118983
1 0.005 0.645 -0.0704516 0.118264
1 0.005 0.65 -0.0721499 0.117525
1 0.005 0.655 -0.0738408 0.116764
1 0.005 0.66 -0.075524 0.115983
1 0.005 0.665 -0.0771991 0.11518
1 0.005 0.67 -0.078866 0.114357
1 0.005 0.675 -0.0805243 0.113513
1 0.005 0.68 -0.0821737 0.112647
1 0.005 0.685 -0.0838139 0.11176
1 0.005 0.69 -0.0854447 0.110853
1 0.005 0.695 -0.0870657 0.109924
1 0.005 0.7 -0.0886766 0.108974
1 0.005 0.705 -0.0902771 0.108004
1 0.005 0.71 -0.0918671 0.107012
1 0.005 0.715 -0.0934461 0.105999
1 0.005 0.72 -0.0950138 0.104965
1 0.005 0.725 -0.0965701 0.103911
1 0.005 0.73 -0.0981147 0.102835
1 0.005 0.735 -0.0996471 0.101738
1 0.005 0.74 -0.101167 0.100621
1 0.005 0.745 -0.102675 0.0994827
1 0.005 0.75 -0.104169 0.0983238
1 0.005 0.755 -0.105651 0.0971442
1 0.005 0.76 -0.107119 0.095944
1 0.005 0.765 -0.108573 0.0947232
1 0.005 0.77 -0.110014 0.0934819
1 0.005 0.775 -0.11144 0.0922203
1 0.005 0.78 -0.112852 0.0909383
1 0.005 0.785 -0.114249 0.0896362
1 0.005 0.79 -0.115631 0.0883138
1 0.005 0.795 -0.116998 0.0869715
1 0.005 0.8 -0.118349 0.0856093
1 0.005 0.805 -0.119684 0.0842272
1 0.005 0.81 -0.121004 0.0828254
1 0.005 0.815 -0.122307 0.0814041
1 0.005 0.82 -0.123594 0.0799633
1 0.005 0.825 -0.124864 0.0785032
1 0.005 0.83 -0.126117 0.0770239
1 0.005 0.835 -0.127353 0.0755256
1 0.005 0.84 -0.128572 0.0740084
1 0.005 0.845 -0.129772 0.0724725
1 0.005 0.85 -0.130955 0.070918
1 0.005 0.855 -0.13212 0.0693451
1 0.005 0.86 -0.133267 0.0677539
1 0.005 0.865 -0.134394 0.0661447
1 0.005 0.87 -0.135504 0.0645177
1 0.005 0.875 -0.136594 0.0628729
1 0.005 0.88 -0.137665 0.0612107
1 0.005 0.885 -0.138716 0.0595311
1 0.005 0.89 -0.139748 0.0578345
1 0.005 0.895 -0.14076 0.0561209
1 0.005 0.9 -0.141752 0.0543908
1 0.005 0.905 -0.142724 0.0526441
1 0.005 0.91 -0.143675 0.0508812
1 0.005 0.915 -0.144606 0.0491024
1 0.005 0.92 -0.145516 0.0473078
1 0.005 0.925 -0.146405 0.0454977
1 0.005 0.93 -0.147273 0.0436723
1 0.005 0.935 -0.148119 0.0418319
1 0.005 0.94 -0.148944 0.0399768
1 0.005 0.945 -0.149747 0.0381071
1 0.005 0.95 -0.150529 0.0362233
1 0.005 0.955 -0.151288 0.0343255
1 0.005 0.96 -0.152025 0.032414
1 0.005 0.965 -0.152739 0.0304892
1 0.005 0.97 -0.153431 0.0285512
1 0.005 0.975 -0.1541 0.0266004
1 0.005 0.98 -0.154747 0.0246372
1 0.005 0.985 -0.15537 0.0226617
1 0.005 0.99 -0.15597 0.0206743
1 0.005 0.995 -0.156547 0.0186754
1 0.005 1 -0.1571 0.0166651
1 0.005 1.005 -0.157629 0.014644
1 0.005 1.01 -0.158135 0.0126122
1 0.005 1.015 -0.158617 0.0105701
1 0.005 1.02 -0.159074 0.00851801
1 0.005 1.025 -0.159508 0.00645632
1 0.005 1.03 -0.159917 0.00438535
1 0.005 1.035 -0.160301 0.00230543
1 0.005 1.04 -0.160661 0.000216927
1 0.005 1.045 -0.160996 -0.00187982
1 0.005 1.05 -0.161306 -0.00398445
1 0.005 1.055 -0.161592 -0.00609661
1 0.005 1.06 -0.161852 -0.00821593
1 0.005 1.065 -0.162087 -0.0103421
1 0.005 1.07 -0.162296 -0.0124746
1 0.005 1.075 -0.16248 -0.0146132
1 0.005 1.08 -0.162639 -0.0167575
1 0.005 1.085 -0.162772 -0.0189072
1 0.005 1.09 -0.162879 -0.0210617
1 0.005 1.095 -0.16296 -0.0232208
1 0.005 1.1 -0.163015 -0.0253841
1 0.005 1.105 -0.163044 -0.0275512
1 0.005 1.11 -0.163047 -0.0297217
1 0.005 1.115 -0.163024 -0.0318951
1 0.005 1.12 -0.162974 -0.0340712
1 0.005 1.125 -0.162898 -0.0362496
1 0.005 1.13 -0.162795 -0.0384297
1 0.005 1.135 -0.162665 -0.0406114
1 0.005 1.14 -0.162509 -0.042794
1 0.005 1.145 -0.162327 -0.0449774
1 0.005 1.15 -0.162117 -0.0471609
1 0.005 1.155 -0.16188 -0.0493444
1 0.005 1.16 -0.161617 -0.0515273
1 0.005 1.165 -0.161326 -0.0537092
1 0.005 1.17 -0.161008 -0.0558899
1 0.005 1.175 -0.160664 -0.0580688
1 0.005 1.18 -0.160291 -0.0602455
1 0.005 1.185 -0.159892 -0.0624198
1 0.005 1.19 -0.159465 -0.0645911
1 0.005 1.195 -0.159011 -0.0667591
1 0.005 1.2 -0.158529 -0.0689234
1 0.005 1.205 -0.15802 -0.0710836
1 0.005 1.21 -0.157484 -0.0732392
1 0.005 1.215 -0.15692 -0.07539
1 0.005 1.22 -0.156328 -0.0775354
1 0.005 1.225 -0.155709 -0.0796752
1 0.005 1.23 -0.155062 -0.0818089
1 0.005 1.235 -0.154387 -0.0839361
1 0.005 1.24 -0.153685 -0.0860565
1 0.005 1.245 -0.152955 -0.0881696
1 0.005 1.25 -0.152197 -0.0902752
1 0.005 1.255 -0.151411 -0.0923727
1 0.005 1.26 -0.150598 -0.0944618
1 0.005 1.265 -0.149757 -0.0965422
1 0.005 1.27 -0.148888 -0.0986135
1 0.005 1.275 -0.147992 -0.100675
1 0.005 1.28 -0.147068 -0.102727
1 0.005 1.285 -0.146116 -0.104769
1 0.005 1.29 -0.145136 -0.1068
1 0.005 1.295 -0.144129 -0.10882
1 0.005 1.3 -0.143094 -0.110828
1 0.005 1.305 -0.142031 -0.112825
1 0.005 1.31 -0.140941 -0.11481
1 0.005 1.315 -0.139823 -0.116783
1 0.005 1.32 -0.138678 -0.118743
1 0.005 1.325 -0.137505 -0.12069
1 0.005 1.33 -0.136304 -0.122623
1 0.005 1.335 -0.135077 -0.124543
1 0.005 1.34 -0.133822 -0.126448
1 0.005 1.345 -0.132539 -0.128339
1 0.005 1.35 -0.13123 -0.130215
1 0.005 1.355 -0.129893 -0.132076
1 0.005 1.36 -0.12853 -0.133922
1 0.005 1.365 -0.127139 -0.135752
1 0.005 1.37 -0.125722 -0.137566
1 0.005 1.375 -0.124277 -0.139364
1 0.005 1.38 -0.122806 -0.141145
1 0.005 1.385 -0.121309 -0.142909
1 0.005 1.39 -0.119785 -0.144655
1 0.005 1.395 -0.118235 -0.146385
1 0.005 1.4 -0.116658 -0.148096
1 0.005 1.405 -0.115055 -0.149789
1 0.005 1.41 -0.113427 -0.151464
1 0.005 1.415 -0.111772 -0.15312
1 0.005 1.42 -0.110092 -0.154757
1 0.005 1.425 -0.108386 -0.156374
1 0.005 1.43 -0.106655 -0.157972
1 0.005 1.435 -0.104899 -0.159551
1 0.005 1.44 -0.103117 -0.161109
1 0.005 1.445 -0.101311 -0.162647
1 0.005 1.45 -0.09948 -0.164164
1 0.005 1.455 -0.0976245 -0.165661
1 0.005 1.46 -0.0957447 -0.167136
1 0.005 1.465 -0.0938408 -0.16859
1 0.005 1.47 -0.0919131 -0.170022
1 0.005 1.475 -0.0899616 -0.171433
1 0.005 1.48 -0.0879867 -0.172821
1 0.005 1.485 -0.0859885 -0.174188
1 0.005 1.49 -0.0839674 -0.175531
1 0.005 1.495 -0.0819235 -0.176852
1 0.005 1.5 -0.0798571 -0.17815
1 0.005 1.505 -0.0777685 -0.179425
1 0.005 1.51 -0.0756579 -0.180676
1 0.005 1.515 -0.0735255 -0.181904
1 0.005 1.52 -0.0713718 -0.183108
1 0.005 1.525 -0.0691969 -0.184287
1 0.005 1.53 -0.0670011 -0.185443
1 0.005 1.535 -0.0647848 -0.186574
1 0.005 1.54 -0.0625482 -0.187681
1 0.005 1.545 -0.0602917 -0.188762
1 0.005 1.55 -0.0580156 -0.189819
1 0.005 1.555 -0.0557202 -0.190851
1 0.005 1.56 -0.0534058 -0.191857
1 0.005 1.565 -0.0510728 -0.192837
1 0.005 1.57 -0.0487216 -0.193792
1 0.005 1.575 -0.0463524 -0.194721
1 0.005 1.58 -0.0439656 -0.195624
1 0.005 1.585 -0.0415617 -0.1965
1 0.005 1.59 -0.039141 -0.19735
1 0.005 1.595 -0.0367038 -0.198174
1 0.005 1.6 -0.0342505 -0.19897
1 0.005 1.605 -0.0317816 -0.19974
1 0.005 1.61 -0.0292975 -0.200483
1 0.005 1.615 -0.0267984 -0.201199
1 0.005 1.62 -0.0242849 -0.201887
1 0.005 1.625 -0.0217574 -0.202548
1 0.005 1.63 -0.0192163 -0.203181
1 0.005 1.635 -0.016662 -0.203786
1 0.005 1.64 -0.0140949 -0.204364
1 0.005 1.645 -0.0115155 -0.204913
1 0.005 1.65 -0.00892422 -0.205434
1 0.005 1.655 -0.00632152 -0.205927
1 0.005 1.66 -0.00370784 -0.206391
1 0.005 1.665 -0.00108363 -0.206827
1 0.005 1.67 0.00155064 -0.207234
1 0.005 1.675 0.0041945 -0.207613
1 0.005 1.68 0.0068475 -0.207962
1 0.005 1.685 0.00950916 -0.208282
1 0.005 1.69 0.012179 -0.208573
1 0.005 1.695 0.0148565 -0.208835
1 0.005 1.7 0.0175413 -0.209067
1 0.005 1.705 0.0202328 -0.20927
1 0.005 1.71 0.0229306 -0.209443
1 0.005 1.715 0.0256341 -0.209586
1 0.005 1.72 0.0283428 -0.2097
1 0.005 1.725 0.0310564 -0.209783
1 0.005 1.73 0.0337742 -0.209837
1 0.005 1.735 0.0364958 -0.20986
1 0.005 1.74 0.0392207 -0.209853
1 0.005 1.745 0.0419483 -0.209816
1 0.005 1.75 0.0446783 -0.209748
1 0.005 1.755 0.04741 -0.20965
1 0.005 1.76 0.0501429 -0.209521
1 0.005 1.765 0.0528767 -0.209362
1 0.005 1.77 0.0556106 -0.209171
1 0.005 1.775 0.0583444 -0.20895
1 0.005 1.78 0.0610774 -0.208698
1 0.005 1.785 0.0638092 -0.208415
1 0.005 1.79 0.0665392 -0.2081
1 0.005 1.795 0.0692669 -0.207755
1 0.005 1.8 0.071992 -0.207378
1 0.005 1.805 0.0747137 -0.20697
1 0.005 1.81 0.0774318 -0.20653
1 0.005 1.815 0.0801455 -0.206059
1 0.005 1.82 0.0828546 -0.205556
1 0.005 1.825 0.0855585 -0.205022
1 0.005 1.83 0.0882566 -0.204456
1 0.005 1.835 0.0909485 -0.203859
1 0.005 1.84 0.0936338 -0.203229
1 0.005 1.845 0.0963119 -0.202568
1 0.005 1.85 0.0989824 -0.201874
1 0.005 1.855 0.101645 -0.201149
1 0.005 1.86 0.104299 -0.200392
1 0.005 1.865 0.106943 -0.199603
1 0.005 1.87 0.109579 -0.198781
1 0.005 1.875 0.112204 -0.197928
1 0.005 1.88 0.114819 -0.197042
1 0.005 1.885 0.117423 -0.196124
1 0.005 1.89 0.120016 -0.195174
1 0.005 1.895 0.122597 -0.194191
1 0.005 1.9 0.125166 -0.193177
1 0.005 1.905 0.127722 -0.192129
1 0.005 1.91 0.130265 -0.19105
1 0.005 1.915 0.132795 -0.189938
1 0.005 1.92 0.135311 -0.188794
1 0.005 1.925 0.137812 -0.187617
1 0.005 1.93 0.140299 -0.186408
1 0.005 1.935 0.142771 -0.185166
1 0.005 1.94 0.145227 -0.183892
1 0.005 1.945 0.147668 -0.182586
1 0.005 1.95 0.150092 -0.181247
1 0.005 1.955 0.1525 -0.179876
1 0.005 1.96 0.15489 -0.178472
1 0.005 1.965 0.157263 -0.177036
1 0.005 1.97 0.159619 -0.175568
1 0.005 1.975 0.161956 -0.174068
1 0.005 1.98 0.164275 -0.172535
1 0.005 1.985 0.166575 -0.17097
1 0.005 1.99 0.168855 -0.169372
1 0.005 1.995 0.171117 -0.167743
1 0.005 2 0.173358 -0.166081
